"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2015-01-20",1790.91,1800.85,1789.38,1796.70,0.32,2332778.42
"XZAG","CBX","HRZB00ICBEX6","2015-01-19",1780.21,1793.00,1779.94,1790.89,0.62,1038362.63
"XZAG","CBX","HRZB00ICBEX6","2015-01-16",1772.88,1781.17,1769.24,1779.88,0.39,978293.02
"XZAG","CBX","HRZB00ICBEX6","2015-01-15",1788.07,1789.80,1769.61,1772.92,-0.84,917667.52
"XZAG","CBX","HRZB00ICBEX6","2015-01-14",1777.52,1788.00,1772.06,1787.94,0.59,686979.20
"XZAG","CBX","HRZB00ICBEX6","2015-01-13",1770.18,1778.62,1767.29,1777.52,0.41,1140673.16
"XZAG","CBX","HRZB00ICBEX6","2015-01-12",1772.38,1773.06,1767.62,1770.25,-0.11,678915.42
"XZAG","CBX","HRZB00ICBEX6","2015-01-09",1781.83,1782.56,1772.06,1772.13,-0.54,725000.00
"XZAG","CBX","HRZB00ICBEX6","2015-01-08",1770.75,1785.74,1767.70,1781.74,0.62,993925.87
"XZAG","CBX","HRZB00ICBEX6","2015-01-07",1765.12,1773.58,1762.06,1770.68,0.31,969762.96
"XZAG","CBX","HRZB00ICBEX6","2015-01-05",1740.61,1766.70,1740.11,1765.12,1.41,510438.46
"XZAG","CBX","HRZB00ICBEX6","2015-01-02",1745.39,1748.08,1740.16,1740.60,-0.28,148444.13
"XZAG","CBX","HRZB00ICBEX6","2014-12-31",1739.44,1749.23,1739.44,1745.44,0.38,1051742.46
"XZAG","CBX","HRZB00ICBEX6","2014-12-30",1734.78,1745.87,1734.14,1738.84,0.21,796061.84
"XZAG","CBX","HRZB00ICBEX6","2014-12-29",1740.29,1741.53,1731.30,1735.23,-0.29,492715.74
"XZAG","CBX","HRZB00ICBEX6","2014-12-23",1749.92,1751.05,1740.20,1740.20,-0.62,1960147.71
"XZAG","CBX","HRZB00ICBEX6","2014-12-22",1752.19,1753.61,1742.98,1751.07,-0.05,1177659.52
"XZAG","CBX","HRZB00ICBEX6","2014-12-19",1741.67,1751.96,1741.30,1751.94,0.51,580319.45
"XZAG","CBX","HRZB00ICBEX6","2014-12-18",1737.05,1744.60,1729.00,1742.99,0.35,1078259.52
"XZAG","CBX","HRZB00ICBEX6","2014-12-17",1737.54,1738.01,1727.53,1736.90,-0.05,684863.98
"XZAG","CBX","HRZB00ICBEX6","2014-12-16",1743.93,1743.93,1734.24,1737.76,-0.38,1012470.96
"XZAG","CBX","HRZB00ICBEX6","2014-12-15",1758.31,1758.41,1742.28,1744.38,-0.80,1037646.62
"XZAG","CBX","HRZB00ICBEX6","2014-12-12",1760.06,1760.38,1754.53,1758.37,-0.12,649411.35
"XZAG","CBX","HRZB00ICBEX6","2014-12-11",1756.00,1762.72,1754.16,1760.51,0.26,1417407.42
"XZAG","CBX","HRZB00ICBEX6","2014-12-10",1758.41,1763.20,1752.14,1756.03,-0.16,719957.15
"XZAG","CBX","HRZB00ICBEX6","2014-12-09",1762.54,1769.44,1757.07,1758.77,-0.19,858078.73
"XZAG","CBX","HRZB00ICBEX6","2014-12-08",1775.32,1777.29,1757.56,1762.19,-0.78,882108.96
"XZAG","CBX","HRZB00ICBEX6","2014-12-05",1773.92,1776.21,1770.63,1776.13,0.17,1259459.64
"XZAG","CBX","HRZB00ICBEX6","2014-12-04",1771.68,1773.37,1768.73,1773.12,0.08,795644.04
"XZAG","CBX","HRZB00ICBEX6","2014-12-03",1781.62,1781.86,1769.29,1771.68,-0.59,581152.53
"XZAG","CBX","HRZB00ICBEX6","2014-12-02",1787.72,1787.78,1776.83,1782.22,-0.16,1046371.39
"XZAG","CBX","HRZB00ICBEX6","2014-12-01",1792.62,1792.62,1775.85,1785.03,-0.39,1053014.79
"XZAG","CBX","HRZB00ICBEX6","2014-11-28",1801.56,1804.41,1792.02,1792.02,-0.59,586660.93
"XZAG","CBX","HRZB00ICBEX6","2014-11-27",1812.69,1813.47,1799.70,1802.63,-0.55,363393.95
"XZAG","CBX","HRZB00ICBEX6","2014-11-26",1809.92,1814.20,1796.68,1812.69,0.15,919576.53
"XZAG","CBX","HRZB00ICBEX6","2014-11-25",1797.18,1809.90,1795.74,1809.90,0.71,453006.48
"XZAG","CBX","HRZB00ICBEX6","2014-11-24",1809.60,1810.36,1796.68,1797.21,-0.69,542032.87
"XZAG","CBX","HRZB00ICBEX6","2014-11-21",1806.84,1810.62,1804.29,1809.61,0.16,152216.33
"XZAG","CBX","HRZB00ICBEX6","2014-11-20",1808.25,1818.99,1806.78,1806.78,0.01,350947.90
"XZAG","CBX","HRZB00ICBEX6","2014-11-19",1797.36,1807.06,1796.76,1806.65,0.52,217991.14
"XZAG","CBX","HRZB00ICBEX6","2014-11-18",1800.42,1800.84,1792.33,1797.37,-0.17,1313894.30
"XZAG","CBX","HRZB00ICBEX6","2014-11-17",1816.39,1817.34,1799.17,1800.44,-0.82,377441.35
"XZAG","CBX","HRZB00ICBEX6","2014-11-14",1814.48,1816.38,1810.87,1815.37,0.06,1966702.80
"XZAG","CBX","HRZB00ICBEX6","2014-11-13",1809.68,1814.21,1803.75,1814.21,0.25,510815.34
"XZAG","CBX","HRZB00ICBEX6","2014-11-12",1812.02,1812.06,1804.94,1809.72,-0.11,291623.06
"XZAG","CBX","HRZB00ICBEX6","2014-11-11",1819.49,1821.79,1811.74,1811.74,-0.46,350098.46
"XZAG","CBX","HRZB00ICBEX6","2014-11-10",1829.30,1829.78,1816.40,1820.03,-0.65,384235.04
"XZAG","CBX","HRZB00ICBEX6","2014-11-07",1843.76,1845.62,1825.29,1831.99,-0.65,206778.27
"XZAG","CBX","HRZB00ICBEX6","2014-11-06",1837.10,1843.95,1836.08,1843.94,0.35,781157.85
"XZAG","CBX","HRZB00ICBEX6","2014-11-05",1835.82,1840.22,1832.58,1837.43,0.09,1008204.56
"XZAG","CBX","HRZB00ICBEX6","2014-11-04",1844.09,1844.09,1830.50,1835.84,-0.45,386444.56
"XZAG","CBX","HRZB00ICBEX6","2014-11-03",1838.75,1844.37,1834.16,1844.09,0.29,309370.70
"XZAG","CBX","HRZB00ICBEX6","2014-10-31",1835.18,1840.52,1830.62,1838.75,0.19,852826.29
"XZAG","CBX","HRZB00ICBEX6","2014-10-30",1824.57,1835.62,1819.35,1835.29,0.58,962828.80
"XZAG","CBX","HRZB00ICBEX6","2014-10-29",1823.82,1825.66,1815.38,1824.79,-0.04,593221.40
"XZAG","CBX","HRZB00ICBEX6","2014-10-28",1826.77,1828.40,1813.10,1825.48,-0.06,764263.39
"XZAG","CBX","HRZB00ICBEX6","2014-10-27",1845.42,1845.42,1826.30,1826.50,-1.06,782190.38
"XZAG","CBX","HRZB00ICBEX6","2014-10-24",1844.20,1846.82,1835.38,1845.99,0.09,336105.80
"XZAG","CBX","HRZB00ICBEX6","2014-10-23",1850.55,1852.92,1840.84,1844.25,-0.40,1766820.30
"XZAG","CBX","HRZB00ICBEX6","2014-10-22",1832.73,1851.73,1832.73,1851.73,1.02,267466.17
"XZAG","CBX","HRZB00ICBEX6","2014-10-21",1834.44,1841.98,1833.08,1833.08,-0.11,340214.31
"XZAG","CBX","HRZB00ICBEX6","2014-10-20",1835.98,1841.48,1831.90,1835.12,-0.12,350866.24
"XZAG","CBX","HRZB00ICBEX6","2014-10-17",1814.93,1837.30,1805.50,1837.30,1.23,355900.26
"XZAG","CBX","HRZB00ICBEX6","2014-10-16",1825.22,1827.99,1804.59,1814.92,-0.50,1187592.35
"XZAG","CBX","HRZB00ICBEX6","2014-10-15",1860.02,1860.02,1824.11,1824.11,-1.98,1115436.79
"XZAG","CBX","HRZB00ICBEX6","2014-10-14",1865.96,1865.96,1853.82,1861.02,-0.21,500476.07
"XZAG","CBX","HRZB00ICBEX6","2014-10-13",1880.96,1882.61,1862.84,1864.92,-0.85,589319.13
"XZAG","CBX","HRZB00ICBEX6","2014-10-10",1895.82,1897.94,1877.83,1880.97,-0.79,633893.29
"XZAG","CBX","HRZB00ICBEX6","2014-10-09",1909.10,1909.94,1891.93,1895.93,-0.70,536586.46
"XZAG","CBX","HRZB00ICBEX6","2014-10-07",1914.02,1916.87,1905.04,1909.25,-0.24,366890.60
"XZAG","CBX","HRZB00ICBEX6","2014-10-06",1926.92,1926.92,1910.93,1913.89,-0.69,657104.54
"XZAG","CBX","HRZB00ICBEX6","2014-10-03",1927.24,1928.90,1920.43,1927.23,0.00,764742.62
"XZAG","CBX","HRZB00ICBEX6","2014-10-02",1923.76,1927.48,1916.98,1927.22,0.18,691615.96
"XZAG","CBX","HRZB00ICBEX6","2014-10-01",1917.39,1924.03,1915.20,1923.76,0.30,911679.73
"XZAG","CBX","HRZB00ICBEX6","2014-09-30",1919.71,1920.40,1914.54,1918.06,-0.05,1535842.20
"XZAG","CBX","HRZB00ICBEX6","2014-09-29",1922.22,1930.64,1914.27,1919.02,-0.17,2515966.92
"XZAG","CBX","HRZB00ICBEX6","2014-09-26",1923.18,1926.83,1915.48,1922.22,-0.06,1213733.18
"XZAG","CBX","HRZB00ICBEX6","2014-09-25",1932.49,1938.71,1921.68,1923.41,-0.36,1264622.71
"XZAG","CBX","HRZB00ICBEX6","2014-09-24",1927.52,1933.74,1919.66,1930.34,0.41,968381.47
"XZAG","CBX","HRZB00ICBEX6","2014-09-23",1914.58,1928.91,1914.11,1922.52,0.50,1058605.21
"XZAG","CBX","HRZB00ICBEX6","2014-09-22",1904.71,1918.99,1900.61,1912.97,0.16,1223906.44
"XZAG","CBX","HRZB00ICBEX6","2014-09-19",1891.46,1909.87,1891.46,1909.87,0.83,2254745.19
"XZAG","CBX","HRZB00ICBEX6","2014-09-18",1879.83,1894.08,1877.41,1894.08,0.67,1234996.84
"XZAG","CBX","HRZB00ICBEX6","2014-09-17",1868.53,1884.25,1867.74,1881.47,0.70,778495.56
"XZAG","CBX","HRZB00ICBEX6","2014-09-16",1861.02,1871.61,1860.96,1868.36,0.39,1303256.29
"XZAG","CBX","HRZB00ICBEX6","2014-09-15",1858.91,1863.07,1853.57,1861.02,0.15,484634.04
"XZAG","CBX","HRZB00ICBEX6","2014-09-12",1864.27,1868.26,1857.26,1858.20,-0.32,680794.90
"XZAG","CBX","HRZB00ICBEX6","2014-09-11",1852.26,1865.65,1849.54,1864.20,0.47,770979.29
"XZAG","CBX","HRZB00ICBEX6","2014-09-10",1851.44,1856.10,1850.47,1855.42,0.23,1220200.78
"XZAG","CBX","HRZB00ICBEX6","2014-09-09",1850.51,1854.05,1845.80,1851.22,0.08,1514386.98
"XZAG","CBX","HRZB00ICBEX6","2014-09-08",1841.85,1850.65,1841.85,1849.67,0.42,742516.22
"XZAG","CBX","HRZB00ICBEX6","2014-09-05",1846.90,1851.19,1840.74,1841.95,-0.28,299059.85
"XZAG","CBX","HRZB00ICBEX6","2014-09-04",1846.77,1856.36,1844.97,1847.18,0.00,733094.40
"XZAG","CBX","HRZB00ICBEX6","2014-09-03",1852.84,1853.41,1846.94,1847.17,-0.31,970010.80
"XZAG","CBX","HRZB00ICBEX6","2014-09-02",1846.86,1857.60,1846.86,1852.83,0.32,931383.44
"XZAG","CBX","HRZB00ICBEX6","2014-09-01",1849.95,1851.22,1844.93,1846.85,-0.21,739722.35
"XZAG","CBX","HRZB00ICBEX6","2014-08-29",1861.55,1863.10,1845.88,1850.73,-0.67,980652.07
"XZAG","CBX","HRZB00ICBEX6","2014-08-28",1868.40,1876.22,1861.29,1863.17,-0.34,830534.32
"XZAG","CBX","HRZB00ICBEX6","2014-08-27",1861.13,1870.85,1856.49,1869.50,0.45,743639.91
"XZAG","CBX","HRZB00ICBEX6","2014-08-26",1854.47,1864.04,1848.89,1861.13,0.53,880147.74
"XZAG","CBX","HRZB00ICBEX6","2014-08-25",1866.87,1870.65,1851.31,1851.32,-0.82,1071814.88
"XZAG","CBX","HRZB00ICBEX6","2014-08-22",1859.23,1866.63,1853.95,1866.63,0.40,397116.68
"XZAG","CBX","HRZB00ICBEX6","2014-08-21",1855.86,1859.15,1849.47,1859.15,0.24,421419.54
"XZAG","CBX","HRZB00ICBEX6","2014-08-20",1846.83,1854.76,1844.74,1854.76,0.50,491435.08
"XZAG","CBX","HRZB00ICBEX6","2014-08-19",1833.56,1848.76,1833.56,1845.54,0.67,1262490.44
"XZAG","CBX","HRZB00ICBEX6","2014-08-18",1823.43,1835.59,1823.43,1833.17,0.55,1572025.07
"XZAG","CBX","HRZB00ICBEX6","2014-08-14",1817.34,1825.03,1816.23,1823.23,0.31,236305.07
"XZAG","CBX","HRZB00ICBEX6","2014-08-13",1799.74,1819.41,1796.71,1817.61,0.99,692247.95
"XZAG","CBX","HRZB00ICBEX6","2014-08-12",1799.58,1803.16,1796.12,1799.80,0.04,442047.69
"XZAG","CBX","HRZB00ICBEX6","2014-08-11",1806.46,1807.23,1791.86,1799.15,-0.39,609424.85
"XZAG","CBX","HRZB00ICBEX6","2014-08-08",1809.54,1811.48,1800.78,1806.25,-0.18,1265929.42
"XZAG","CBX","HRZB00ICBEX6","2014-08-07",1804.29,1809.82,1802.04,1809.55,0.35,569668.14
"XZAG","CBX","HRZB00ICBEX6","2014-08-06",1811.70,1816.10,1803.23,1803.23,-0.44,722405.33
"XZAG","CBX","HRZB00ICBEX6","2014-08-04",1813.64,1816.02,1807.92,1811.23,-0.13,404331.99
"XZAG","CBX","HRZB00ICBEX6","2014-08-01",1815.68,1823.87,1807.03,1813.66,-0.09,469600.54
"XZAG","CBX","HRZB00ICBEX6","2014-07-31",1806.63,1832.42,1805.87,1815.30,0.48,968014.74
"XZAG","CBX","HRZB00ICBEX6","2014-07-30",1821.47,1821.47,1797.56,1806.60,-0.85,1194415.85
"XZAG","CBX","HRZB00ICBEX6","2014-07-29",1818.76,1822.83,1815.82,1822.14,0.16,505981.65
"XZAG","CBX","HRZB00ICBEX6","2014-07-28",1830.89,1832.06,1811.36,1819.25,-0.69,465181.09
"XZAG","CBX","HRZB00ICBEX6","2014-07-25",1830.67,1842.50,1826.53,1831.90,0.06,550494.20
"XZAG","CBX","HRZB00ICBEX6","2014-07-24",1826.49,1836.14,1826.27,1830.84,0.24,543619.12
"XZAG","CBX","HRZB00ICBEX6","2014-07-23",1843.59,1843.59,1823.55,1826.46,-0.95,454546.45
"XZAG","CBX","HRZB00ICBEX6","2014-07-22",1837.02,1844.03,1827.46,1844.03,0.38,808137.53
"XZAG","CBX","HRZB00ICBEX6","2014-07-21",1838.73,1844.04,1823.51,1837.00,-0.08,1702131.30
"XZAG","CBX","HRZB00ICBEX6","2014-07-18",1804.54,1839.71,1802.69,1838.51,1.85,1533366.72
"XZAG","CBX","HRZB00ICBEX6","2014-07-17",1822.60,1831.04,1800.91,1805.06,-0.96,568759.18
"XZAG","CBX","HRZB00ICBEX6","2014-07-16",1806.99,1825.37,1806.99,1822.61,0.79,1092404.85
"XZAG","CBX","HRZB00ICBEX6","2014-07-15",1803.64,1810.98,1796.99,1808.38,0.31,1376223.17
"XZAG","CBX","HRZB00ICBEX6","2014-07-14",1805.75,1806.57,1793.02,1802.85,-0.15,630414.65
"XZAG","CBX","HRZB00ICBEX6","2014-07-11",1806.87,1810.70,1799.85,1805.57,-0.07,1938868.90
"XZAG","CBX","HRZB00ICBEX6","2014-07-10",1796.50,1806.76,1793.14,1806.76,0.60,804723.82
"XZAG","CBX","HRZB00ICBEX6","2014-07-09",1790.66,1796.04,1786.77,1796.04,0.28,665888.84
"XZAG","CBX","HRZB00ICBEX6","2014-07-08",1805.27,1809.40,1790.81,1790.94,-0.79,519760.89
"XZAG","CBX","HRZB00ICBEX6","2014-07-07",1795.94,1805.28,1795.24,1805.28,0.49,1104093.32
"XZAG","CBX","HRZB00ICBEX6","2014-07-04",1773.38,1796.43,1768.62,1796.43,1.35,947420.66
"XZAG","CBX","HRZB00ICBEX6","2014-07-03",1773.33,1778.37,1772.57,1772.57,-0.08,815286.46
"XZAG","CBX","HRZB00ICBEX6","2014-07-02",1781.65,1783.00,1774.07,1774.07,-0.44,577557.59
"XZAG","CBX","HRZB00ICBEX6","2014-07-01",1791.49,1796.05,1781.26,1781.96,-0.53,609748.44
"XZAG","CBX","HRZB00ICBEX6","2014-06-30",1800.85,1801.40,1790.72,1791.48,-0.63,401821.05
"XZAG","CBX","HRZB00ICBEX6","2014-06-27",1807.23,1808.12,1799.43,1802.86,-0.18,1103205.55
"XZAG","CBX","HRZB00ICBEX6","2014-06-26",1798.14,1812.35,1798.14,1806.18,0.51,1301217.06
"XZAG","CBX","HRZB00ICBEX6","2014-06-24",1804.19,1807.28,1793.35,1796.98,-0.41,582797.71
"XZAG","CBX","HRZB00ICBEX6","2014-06-23",1817.32,1819.30,1800.30,1804.40,-0.73,1011215.09
"XZAG","CBX","HRZB00ICBEX6","2014-06-20",1804.32,1817.58,1801.23,1817.58,0.72,1017471.49
"XZAG","CBX","HRZB00ICBEX6","2014-06-18",1797.50,1804.67,1792.62,1804.64,0.40,1239822.27
"XZAG","CBX","HRZB00ICBEX6","2014-06-17",1789.98,1798.06,1779.87,1797.37,0.42,650390.67
"XZAG","CBX","HRZB00ICBEX6","2014-06-16",1779.06,1789.89,1769.32,1789.89,0.48,626065.69
"XZAG","CBX","HRZB00ICBEX6","2014-06-13",1774.47,1782.52,1758.47,1781.42,0.41,692122.14
"XZAG","CBX","HRZB00ICBEX6","2014-06-12",1765.45,1774.37,1763.56,1774.20,0.51,1782616.37
"XZAG","CBX","HRZB00ICBEX6","2014-06-11",1765.46,1767.16,1760.03,1765.19,0.13,1132486.24
"XZAG","CBX","HRZB00ICBEX6","2014-06-10",1740.25,1764.24,1740.25,1762.93,1.35,1728061.70
"XZAG","CBX","HRZB00ICBEX6","2014-06-09",1729.89,1741.67,1728.85,1739.39,0.55,551585.30
"XZAG","CBX","HRZB00ICBEX6","2014-06-06",1719.59,1732.89,1719.58,1729.93,0.51,1286202.01
"XZAG","CBX","HRZB00ICBEX6","2014-06-05",1716.09,1724.63,1715.93,1721.09,0.31,1511189.54
"XZAG","CBX","HRZB00ICBEX6","2014-06-04",1714.58,1719.07,1712.49,1715.83,0.13,1090531.45
"XZAG","CBX","HRZB00ICBEX6","2014-06-03",1691.16,1714.88,1691.16,1713.63,1.37,2181198.91
"XZAG","CBX","HRZB00ICBEX6","2014-06-02",1701.61,1704.10,1687.46,1690.52,-0.65,906210.31
"XZAG","CBX","HRZB00ICBEX6","2014-05-30",1719.79,1725.12,1687.12,1701.51,-1.07,2276071.05
"XZAG","CBX","HRZB00ICBEX6","2014-05-29",1702.82,1720.26,1702.82,1719.86,1.00,1400759.83
"XZAG","CBX","HRZB00ICBEX6","2014-05-28",1696.61,1709.65,1696.61,1702.82,0.37,1508479.87
"XZAG","CBX","HRZB00ICBEX6","2014-05-27",1689.34,1697.56,1689.34,1696.52,0.43,1710148.02
"XZAG","CBX","HRZB00ICBEX6","2014-05-26",1693.16,1699.81,1689.33,1689.33,-0.23,1118032.00
"XZAG","CBX","HRZB00ICBEX6","2014-05-23",1686.80,1696.67,1686.80,1693.15,0.34,1704340.59
"XZAG","CBX","HRZB00ICBEX6","2014-05-22",1676.72,1687.63,1676.66,1687.44,0.69,1489884.09
"XZAG","CBX","HRZB00ICBEX6","2014-05-21",1666.11,1676.18,1662.68,1675.93,0.70,1187050.87
"XZAG","CBX","HRZB00ICBEX6","2014-05-20",1685.31,1689.13,1661.36,1664.30,-1.29,454701.34
"XZAG","CBX","HRZB00ICBEX6","2014-05-19",1707.53,1707.57,1681.42,1686.06,-1.28,695349.20
"XZAG","CBX","HRZB00ICBEX6","2014-05-16",1699.79,1707.89,1692.50,1707.84,0.59,1465001.50
"XZAG","CBX","HRZB00ICBEX6","2014-05-15",1683.56,1698.02,1683.56,1697.79,1.05,1814670.29
"XZAG","CBX","HRZB00ICBEX6","2014-05-14",1676.51,1683.80,1669.36,1680.20,0.24,1076532.28
"XZAG","CBX","HRZB00ICBEX6","2014-05-13",1676.88,1680.88,1673.94,1676.10,-0.08,1266247.00
"XZAG","CBX","HRZB00ICBEX6","2014-05-12",1687.91,1687.91,1668.29,1677.52,-0.60,946938.53
"XZAG","CBX","HRZB00ICBEX6","2014-05-09",1670.66,1687.66,1668.71,1687.66,0.96,961033.05
"XZAG","CBX","HRZB00ICBEX6","2014-05-08",1679.38,1679.38,1667.56,1671.60,-0.48,605053.09
"XZAG","CBX","HRZB00ICBEX6","2014-05-07",1698.80,1698.80,1674.60,1679.64,-1.10,767507.03
"XZAG","CBX","HRZB00ICBEX6","2014-05-06",1704.09,1705.20,1688.45,1698.39,-0.37,1598536.74
"XZAG","CBX","HRZB00ICBEX6","2014-05-05",1708.76,1708.76,1700.82,1704.75,-0.24,1802557.28
"XZAG","CBX","HRZB00ICBEX6","2014-05-02",1720.53,1722.11,1703.16,1708.77,-0.73,1186131.49
"XZAG","CBX","HRZB00ICBEX6","2014-04-30",1739.08,1739.08,1718.35,1721.39,-1.02,1547835.99
"XZAG","CBX","HRZB00ICBEX6","2014-04-29",1746.23,1746.23,1733.59,1739.18,-0.42,805554.47
"XZAG","CBX","HRZB00ICBEX6","2014-04-28",1749.63,1749.99,1745.49,1746.57,-0.14,732283.16
"XZAG","CBX","HRZB00ICBEX6","2014-04-25",1758.13,1758.13,1746.40,1749.09,-0.46,1091901.59
"XZAG","CBX","HRZB00ICBEX6","2014-04-24",1753.36,1757.18,1745.27,1757.18,0.22,654798.81
"XZAG","CBX","HRZB00ICBEX6","2014-04-23",1747.42,1753.82,1744.31,1753.32,0.34,1366853.54
"XZAG","CBX","HRZB00ICBEX6","2014-04-22",1740.12,1747.49,1736.80,1747.42,0.43,1259156.58
"XZAG","CBX","HRZB00ICBEX6","2014-04-18",1735.63,1739.97,1733.13,1739.97,0.22,429119.76
"XZAG","CBX","HRZB00ICBEX6","2014-04-17",1733.49,1737.70,1726.55,1736.20,0.14,682001.61
"XZAG","CBX","HRZB00ICBEX6","2014-04-16",1740.30,1740.30,1730.61,1733.80,-0.40,517529.77
"XZAG","CBX","HRZB00ICBEX6","2014-04-15",1734.55,1744.16,1733.43,1740.77,0.36,822934.56
"XZAG","CBX","HRZB00ICBEX6","2014-04-14",1744.85,1746.27,1734.54,1734.54,-0.59,859623.35
"XZAG","CBX","HRZB00ICBEX6","2014-04-11",1743.89,1747.16,1742.25,1744.84,0.03,545310.44
"XZAG","CBX","HRZB00ICBEX6","2014-04-10",1749.74,1752.43,1741.72,1744.32,-0.32,532292.19
"XZAG","CBX","HRZB00ICBEX6","2014-04-09",1742.95,1749.97,1739.62,1749.97,0.40,1274879.70
"XZAG","CBX","HRZB00ICBEX6","2014-04-08",1750.36,1750.62,1742.95,1742.95,-0.38,532468.41
"XZAG","CBX","HRZB00ICBEX6","2014-04-07",1749.24,1754.18,1743.60,1749.55,-0.01,468625.17
"XZAG","CBX","HRZB00ICBEX6","2014-04-04",1748.89,1752.12,1746.59,1749.76,0.01,643885.52
"XZAG","CBX","HRZB00ICBEX6","2014-04-03",1752.12,1755.56,1745.78,1749.56,-0.10,1113702.83
"XZAG","CBX","HRZB00ICBEX6","2014-04-02",1756.72,1758.39,1743.84,1751.24,-0.30,1674306.96
"XZAG","CBX","HRZB00ICBEX6","2014-04-01",1758.44,1758.44,1745.01,1756.50,-0.11,2398618.38
"XZAG","CBX","HRZB00ICBEX6","2014-03-31",1753.24,1758.44,1746.74,1758.44,0.30,1342801.60
"XZAG","CBX","HRZB00ICBEX6","2014-03-28",1752.31,1753.98,1748.53,1753.22,0.06,807284.90
"XZAG","CBX","HRZB00ICBEX6","2014-03-27",1751.88,1752.25,1746.19,1752.25,0.01,568477.38
"XZAG","CBX","HRZB00ICBEX6","2014-03-26",1764.76,1764.76,1749.36,1752.08,-0.79,734647.55
"XZAG","CBX","HRZB00ICBEX6","2014-03-25",1759.89,1766.92,1757.32,1766.10,0.34,548112.39
"XZAG","CBX","HRZB00ICBEX6","2014-03-24",1775.92,1775.92,1758.40,1760.14,-0.91,470739.22
"XZAG","CBX","HRZB00ICBEX6","2014-03-21",1771.37,1779.22,1766.60,1776.23,0.28,1431378.79
"XZAG","CBX","HRZB00ICBEX6","2014-03-20",1764.91,1772.05,1764.91,1771.20,0.38,1083007.11
"XZAG","CBX","HRZB00ICBEX6","2014-03-19",1764.02,1765.17,1760.90,1764.52,0.05,765467.57
"XZAG","CBX","HRZB00ICBEX6","2014-03-18",1763.45,1777.04,1757.99,1763.70,0.00,1067064.25
"XZAG","CBX","HRZB00ICBEX6","2014-03-17",1761.83,1765.50,1759.83,1763.78,0.11,769997.67
"XZAG","CBX","HRZB00ICBEX6","2014-03-14",1767.59,1767.59,1755.42,1761.88,-0.15,1421548.88
"XZAG","CBX","HRZB00ICBEX6","2014-03-13",1777.83,1777.83,1762.66,1764.51,-0.69,2252038.04
"XZAG","CBX","HRZB00ICBEX6","2014-03-12",1773.74,1787.45,1770.70,1776.79,0.18,4438703.04
"XZAG","CBX","HRZB00ICBEX6","2014-03-11",1777.64,1783.72,1766.90,1773.68,-0.22,1236916.69
"XZAG","CBX","HRZB00ICBEX6","2014-03-10",1782.27,1784.33,1776.09,1777.56,-0.29,610009.01
"XZAG","CBX","HRZB00ICBEX6","2014-03-07",1780.87,1793.13,1777.03,1782.71,0.09,1130098.84
"XZAG","CBX","HRZB00ICBEX6","2014-03-06",1773.23,1783.43,1772.69,1781.08,0.49,777810.20
"XZAG","CBX","HRZB00ICBEX6","2014-03-05",1773.23,1777.42,1771.06,1772.45,-0.05,622231.27
"XZAG","CBX","HRZB00ICBEX6","2014-03-04",1775.41,1779.14,1771.57,1773.33,-0.11,823748.33
"XZAG","CBX","HRZB00ICBEX6","2014-03-03",1794.64,1795.14,1773.95,1775.32,-1.10,838411.25
"XZAG","CBX","HRZB00ICBEX6","2014-02-28",1779.64,1801.05,1779.54,1795.09,0.93,1404874.54
"XZAG","CBX","HRZB00ICBEX6","2014-02-27",1781.20,1783.17,1777.97,1778.54,-0.15,925627.54
"XZAG","CBX","HRZB00ICBEX6","2014-02-26",1783.84,1787.66,1779.15,1781.13,-0.15,633458.64
"XZAG","CBX","HRZB00ICBEX6","2014-02-25",1784.57,1792.59,1783.44,1783.84,-0.04,1240870.46
"XZAG","CBX","HRZB00ICBEX6","2014-02-24",1787.26,1790.98,1780.72,1784.61,-0.14,1576355.93
"XZAG","CBX","HRZB00ICBEX6","2014-02-21",1788.41,1788.60,1784.04,1787.15,-0.07,631076.50
"XZAG","CBX","HRZB00ICBEX6","2014-02-20",1786.59,1789.39,1781.57,1788.36,0.09,690545.10
"XZAG","CBX","HRZB00ICBEX6","2014-02-19",1790.94,1796.08,1781.64,1786.73,-0.24,1507163.29
"XZAG","CBX","HRZB00ICBEX6","2014-02-18",1797.11,1799.23,1788.45,1791.00,-0.41,710933.66
"XZAG","CBX","HRZB00ICBEX6","2014-02-17",1799.45,1801.74,1793.44,1798.34,-0.03,1228485.43
"XZAG","CBX","HRZB00ICBEX6","2014-02-14",1811.63,1811.63,1798.70,1798.87,-0.70,2543330.02
"XZAG","CBX","HRZB00ICBEX6","2014-02-13",1810.53,1814.05,1806.51,1811.59,0.08,763585.16
"XZAG","CBX","HRZB00ICBEX6","2014-02-12",1806.23,1812.63,1805.08,1810.22,0.22,897917.29
"XZAG","CBX","HRZB00ICBEX6","2014-02-11",1804.49,1810.40,1800.70,1806.21,0.08,2695186.57
"XZAG","CBX","HRZB00ICBEX6","2014-02-10",1804.22,1807.28,1801.77,1804.72,0.01,970590.64
"XZAG","CBX","HRZB00ICBEX6","2014-02-07",1799.70,1804.62,1794.89,1804.62,0.22,1053393.28
"XZAG","CBX","HRZB00ICBEX6","2014-02-06",1797.79,1803.14,1796.25,1800.65,0.16,471935.86
